id	class	signature	redox	ec_class	n_species	definition
rxn03443	charge_only	charge:-4	NH3		5	(1) NH3[0] + (4) H+[0] + (1) 4-Methylene-2-oxoglutarate[0] <= (1) H2O[0] + (1) 4-Methyl-L-glutamate[0]
rxn03449	H_O_charge	H:-2,O:+1			2	(1) Iridodial[0] => (1) Iridotrial[0]
rxn03450	skeleton:C	C:+7,H:+12,O:+6			2	(1) Iridotrial[0] => (1) Deoxyloganin[0]
rxn03451	H_O_charge	H:-3,O:+2,charge:-1			2	(1) Pimaradiene[0] => (1) Abietate[0]
rxn03454	charge_only	charge:-2	NADP+NADPH		4	(1) NADP[0] + (1) Hexan-1-ol-6-oate[0] <=> (1) NADPH[0] + (1) 6-Oxohexanoate[0]
rxn03475	skeleton:C	C:+1,H:+2		1	2	(1) Neopinone[0] <=> (1) Thebaine[0]
rxn03476	skeleton:C	C:-1,H:-2		1	2	(1) Thebaine[0] <=> (1) Oripavine[0]
rxn03480	skeleton:C	C:+1,H:+2			2	(1) Pelletierine[0] <= (1) N-Methylpelletierine[0]
rxn03520	skeleton:C	C:-1			2	(1) Phosphonoacetaldehyde[0] => (1) Hydroxymethylphosphonate[0]
rxn03521	H_O_charge	H:-4,O:+1,charge:-2			2	(1) Hydroxymethylphosphonate[0] => (1) Foscarnet[0]
rxn03522	skeleton:C,N	C:+10,H:+21,N:+3,O:+1,charge:+2			2	(1) Foscarnet[0] <=> (1) Bialaphos[0]
rxn03533	charge_only	charge:-4		1	5	(1) FMN[0] + (2) H+[0] + (2) Cob(II)yrinate diamide[0] <=> (1) FMNH2[0] + (2) Cob(I)yrinate diamide[0]
rxn03539	skeleton:C,N,P	C:-30,H:-44,N:-12,O:-28,P:-4,charge:+4		6	6	(2) H2O[0] + (2) ATP[0] + (2) L-Glutamine[0] + (1) Hydrogenobyrinate[0] <=> (2) Phosphate[0] + (1) Hydrogenobyrinate dia
rxn03543	oxygen_only	O:-4			6	(1) H2O[0] + (2) CO2[0] + (2) Succinate[0] + (1) Deacetylcephalosporin C[0] <= (2) 2-Oxoglutarate[0] + (1) Penicillin N[
rxn03548	charge_only	charge:+2		1	3	(1) trans-3-Chloro-2-propene-1-ol[0] => (2) H+[0] + (1) 3-Chloroallyl aldehyde[0]
rxn03549	charge_only	charge:+2		1	3	(1) cis-3-Chloro-2-propene-1-ol[0] => (2) H+[0] + (1) 3-Chloroallyl aldehyde[0]
rxn03552	charge_only	charge:+2		1	4	(1) H2O[0] + (1) 3-Chloroallyl aldehyde[0] => (3) H+[0] + (1) trans-3-Chloroacrylic acid[0]
rxn03553	charge_only	charge:+2		1	4	(1) H2O[0] + (1) 3-Chloroallyl aldehyde[0] => (3) H+[0] + (1) cis-3-Chloroacrylic acid[0]
rxn03565	charge_only	charge:+4			4	(1) H2O[0] + (1) DDOH[0] => (5) H+[0] + (1) DDA[0]
rxn03566	charge_only	charge:-2		1	4	(3) H+[0] + (1) 4-Chlorobenzoate[0] <= (1) H2O[0] + (1) 4-Chlorobenzaldehyde[0]
rxn03577	charge_only	charge:-4	NO2+O2	1	6	(1) O2[0] + (4) H+[0] + (1) 4-Nitrocatechol[0] <=> (1) H2O[0] + (1) Nitrite[0] + (1) Hydroxyquinol[0]
rxn03579	skeleton:Cl	Cl:-1,H:+1,charge:+2		1	4	(2) GSH[0] + (1) Chloroquinol[0] <=> (1) Oxidized glutathione[0] + (1) Quinol[0]
rxn03580	charge_only	charge:-2			4	(1) H+[0] + (1) DDE[0] <=> (1) Cl-[0] + (1) DDMU[0]
rxn03582	oxygen_only	O:-1	O2	1	3	(1) O2[0] + (1) 6-Deoxyerythronolide B[0] => (1) Erythronolide B[0]
rxn03589	charge_only	charge:+4		1	4	(1) ABEE[0] + (1) Sulfanilic acid[0] => (4) H+[0] + (1) 4-Carboxy-4'-sulfoazobenzene[0]
rxn03591	charge_only	charge:-2	NH3+O2	1	5	(1) O2[0] + (3) H+[0] + (1) Sulfanilic acid[0] => (1) NH3[0] + (1) 4-Sulfocatechol[0]
rxn03592	charge_only	charge:+2	NH3+O2	1	5	(1) NH3[0] + (1) Protocatechuate[0] <= (1) O2[0] + (3) H+[0] + (1) ABEE[0]
rxn03645	skeleton:P	H:-2,O:+4,P:+1,charge:-1	NADH+NADP		4	(1) NADH[0] + (1) 17alpha-Hydroxypregnenolone[0] => (1) NADP[0] + (1) 17alpha,21-Dihydroxypregnenolone[0]
rxn03647	H_O_charge	H:-2,O:+2			3	(1) 4-Chloroacetophenone[0] => (1) CO2[0] + (1) 4-Chlorobenzaldehyde[0]
rxn03648	H_O_charge	H:-2,O:+1			2	(1) beta-Carotene[0] => (1) Echinenone[0]
rxn03656	skeleton:Cl	Cl:-1,charge:+1	NAD+NADH	1	4	(1) NADH[0] + (1) 2-Chloromaleylacetate[0] <=> (1) NAD[0] + (1) Maleylacetate[0]
rxn03664	skeleton:Cl	Cl:-1,H:-1		3	5	(1) H2O[0] + (1) Cl-[0] + (1) 6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E- trienoate[0] <=> (1) 2-(
rxn03672	skeleton:Cl	Cl:-1,H:-1		3	3	(1) H2O[0] + (1) trans-3-Chloroacrylic acid[0] <=> (1) 3-Oxopropanoate[0]
rxn03673	skeleton:Cl	Cl:-1,H:-1		3	3	(1) H2O[0] + (1) cis-3-Chloroacrylic acid[0] <=> (1) 3-Oxopropanoate[0]
rxn03689	skeleton:Cl	Cl:-1,H:-2,charge:-1		4	2	(1) 5-Chloro-1,2,4-trihydroxybenzene[0] <= (1) Hydroxybenzoquinone[0]
rxn03692	skeleton:Cl	Cl:-1,charge:+1		5	2	(1) 3-Chloro-cis,cis-muconate[0] <= (1) 4-Carboxymethylenebut-2-en-4-olide[0]
rxn03722	charge_only	charge:+4	NAD+NADH+O2	1	6	(2) NADH[0] + (1) O2[0] + (2) Fluorene[0] => (2) NAD[0] + (2) H+[0] + (2) 9-Fluorenol[0]
rxn03723	charge_only	charge:+2	NAD+NADH+O2	1	5	(2) NADH[0] + (1) O2[0] + (1) Fluorene[0] => (2) NAD[0] + (1) (+)-(1R,2S)-cis-3,4-Dihydroxy-3,4-dihyd[0]
rxn03724	charge_only	charge:+2		1	3	(1) Ethylenzene[0] => (2) H+[0] + (1) Styrene[0]
rxn03730	charge_only	charge:+4	NAD+NADH+O2	1	6	(2) NADH[0] + (1) O2[0] + (2) Indanone[0] => (2) NAD[0] + (2) H+[0] + (2) Dihydrocoumarin[0]
rxn03731	charge_only	charge:+4	NAD+NADH+O2	1	6	(2) NADH[0] + (1) O2[0] + (2) Indanone[0] => (2) NAD[0] + (2) H+[0] + (2) 3-Hydroxy-1-indanone[0]
rxn03732	charge_only	charge:+4	NADP+NADPH+O2	1	6	(2) NADPH[0] + (1) O2[0] + (2) Indanone[0] => (2) NADP[0] + (2) H+[0] + (2) Dihydrocoumarin[0]
rxn03733	charge_only	charge:+4	NADP+NADPH+O2	1	6	(2) NADPH[0] + (1) O2[0] + (2) Indanone[0] => (2) NADP[0] + (2) H+[0] + (2) 3-Hydroxy-1-indanone[0]
rxn03735	charge_only	charge:+2	NAD+NADH+O2	1	5	(2) NADH[0] + (1) O2[0] + (1) 9-Fluorenone[0] => (2) NAD[0] + (1) 3,4-Dihydroxy-3,4-dihydro-9-fluorenone[0]
rxn03736	charge_only	charge:+2	NADP+NADPH+O2	1	5	(2) NADPH[0] + (1) O2[0] + (1) 9-Fluorenone[0] => (2) NADP[0] + (1) 3,4-Dihydroxy-3,4-dihydro-9-fluorenone[0]
rxn03737	charge_only	charge:+4	NAD+NADH+O2	1	6	(2) NADH[0] + (1) O2[0] + (2) 2-Indanone[0] => (2) NAD[0] + (2) H+[0] + (2) 3-Isochromanone[0]
rxn03738	charge_only	charge:+4	NADP+NADPH+O2	1	6	(2) NADPH[0] + (1) O2[0] + (2) 2-Indanone[0] => (2) NADP[0] + (2) H+[0] + (2) 3-Isochromanone[0]
rxn03756	charge_only	charge:-2	H2O2	1	5	(2) H2O[0] + (2) 4-Dedimethylamine-4-oxo-anhydro-7-Cl-tetracycline[0] <=> (1) H2O2[0] + (2) Cl-[0] + (2) 4-Dedimethylami
rxn03757	charge_only	charge:+2			5	(1) CoA[0] + (1) 2-Oxosuccinamate[0] => (1) CO2[0] + (1) H+[0] + (1) Malonamoyl-CoA[0]
rxn03761	oxygen_only	O:+1			2	(1) 6-Methylpretetramide[0] => (1) 4-Hydroxy-6-methylpretetramide[0]
rxn03767	skeleton:N	H:-4,N:-1,O:+1,charge:-1			2	(1) Clavaminate[0] => (1) Clavulanate-9-aldehyde[0]
rxn03768	charge_only	charge:-2			3	(2) H+[0] + (1) Clavulanate-9-aldehyde[0] <= (1) Clavulanate[0]
rxn03769	skeleton:C,Cl	C:-7,Cl:-4,H:-4,O:-2			2	(1) 6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E- dienoate[0] <=> (1) 4-Chlorobenzoate[0]
rxn03770	skeleton:C,Cl	C:-5,Cl:-1,H:-4,O:+2,charge:-1			2	(1) DDM[0] => (1) 4-Chlorophenylacetate[0]
rxn03771	skeleton:C,Cl	C:-1,Cl:-2,H:+2			2	(1) 2-(4'-Chlorophenyl)-3,3-dichloropropenoate[0] => (1) 4-Chlorophenylacetate[0]
rxn03773	charge_only	charge:-2			4	(1) H+[0] + (1) DDT[0] <=> (1) Cl-[0] + (1) DDD[0]
rxn03776	skeleton:C	C:-1,H:-1,O:-1,charge:+1			2	(1) DDA[0] <= (1) DBP[0]
rxn03777	skeleton:C,Cl	C:-1,Cl:-2,H:+3,O:-1,charge:+1			2	(1) 2-(4'-Chlorophenyl)-3,3-dichloropropenoate[0] <= (1) 4-Chloroacetophenone[0]
rxn03784	skeleton:C,N,P	C:-27,H:-31,N:-9,O:-15,P:-2,charge:+2	FAD+NADP+NADPH+O2	1	8	(1) NADPH[0] + (1) O2[0] + (1) FAD[0] + (1) H+[0] + (1) Styrene[0] <= (1) H2O[0] + (1) NADP[0] + (1) Styrene oxide[0]
rxn03785	charge_only	charge:-2	O2	1	4	(1) O2[0] + (2) H+[0] + (1) DDT[0] => (1) cis-2,3-Dihydrodiol DDT[0]
rxn03787	charge_only	charge:+2		1	4	(1) H2O[0] + (1) Ethylenzene[0] <=> (2) H+[0] + (1) 1-Phenylethanol[0]
rxn03789	charge_only	charge:-2		1	4	(1) H+[0] + (1) Chloroethylene[0] <=> (1) Cl-[0] + (1) Ethylene[0]
rxn03790	charge_only	charge:-2		1	4	(1) H+[0] + (1) PCE[0] <=> (1) Cl-[0] + (1) TCE[0]
rxn03791	charge_only	charge:-2		1	4	(1) H+[0] + (1) TCE[0] <=> (1) Cl-[0] + (1) trans-1,2-Dichloroethene[0]
rxn03792	charge_only	charge:-2		1	4	(1) H+[0] + (1) TCE[0] <=> (1) Cl-[0] + (1) cis-1,2-Dichloroethene[0]
rxn03793	charge_only	charge:-2		1	4	(1) H+[0] + (1) trans-1,2-Dichloroethene[0] <=> (1) Cl-[0] + (1) Chloroethylene[0]
rxn03794	charge_only	charge:-2		1	4	(1) H+[0] + (1) cis-1,2-Dichloroethene[0] <=> (1) Cl-[0] + (1) Chloroethylene[0]
rxn03795	charge_only	charge:-2		1	4	(1) H+[0] + (1) 5-Chloro-2-hydroxymuconic semialdehyde[0] <=> (1) Cl-[0] + (1) 2-Hydroxymuconic semialdehyde[0]
rxn03803	skeleton:N	H:-2,N:-1,O:+1,charge:-1			4	(1) Ornithine[0] + (1) Streptidine 6-phosphate[0] => (1) L-Arginine[0] + (1) N-Amidino-scyllo-inosamine 4-phosphate[0]
rxn03810	oxygen_only	O:-1		1	2	(1) Abomacetin[0] <= (1) Erythromycin B[0]
rxn03811	oxygen_only	O:-1		1	2	(1) Erythromycin C[0] <= (1) Erythromycin D[0]
rxn03812	oxygen_only	O:-1			2	(1) dTDP-3-oxo-6-deoxy-alpha-D-glucose[0] <= (1) dTDP-3-oxo-4,6-dideoxy-alpha-D-glucose[0]
rxn03813	skeleton:N	H:+4,N:+1,O:-1,charge:+1			2	(1) dTDP-3-oxo-4,6-dideoxy-alpha-D-glucose[0] <= (1) dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose[0]
rxn03815	charge_only	charge:-2			3	(2) H+[0] + (1) dTDP-3,4-dioxo-2,6-dideoxy-D-glucose[0] <= (1) dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose[0]
rxn03818	charge_only	charge:-2			3	(2) H+[0] + (1) dTDP-4-oxo-3-methyl-2,6-dideoxy-beta-L-glucose[0] <=> (1) dTDP-beta-L-mycarose[0]
rxn03822	charge_only	charge:-2			3	(1) beta-BHC[0] <=> (2) Cl-[0] + (1) 3,4,5,6-Tetrachlorocyclohexene[0]
rxn03823	charge_only	charge:-2			3	(1) 3,4,5,6-Tetrachlorocyclohexene[0] <=> (2) Cl-[0] + (1) 5,6-Dichloro-1,3-cyclohexadiene[0]
rxn03825	charge_only	charge:-2			3	(1) 5,6-Dichloro-1,3-cyclohexadiene[0] <=> (2) Cl-[0] + (1) Benzene[0]
rxn03834	skeleton:C	C:-4,O:-4	O2		4	(2) CO2[0] + (2) 1-Formyl-2-indanone[0] <= (1) O2[0] + (2) 2-Indanone[0]
rxn03844	skeleton:Cl	Cl:-1,H:-1		3	3	(1) H2O[0] + (1) Atrazine[0] <= (1) Hydroxyatrazine[0]
rxn03857	skeleton:Cl	Cl:-1,H:-1		3	3	(1) H2O[0] + (1) Deisopropylatrazine[0] <= (1) Deisopropylhydroxyatrazine[0]
rxn03865	charge_only	charge:-2	NH3	1	4	(3) H+[0] + (1) Anthranilyl-CoA[0] <= (1) NH3[0] + (1) Benzoyl-CoA[0]
rxn03900	skeleton:C	C:-1,H:-2,O:+1		2	5	(1) ATP[0] + (1) Undecaprenol[0] => (1) ADP[0] + (1) H+[0] + (1) Undecaprenylphosphate[0]
rxn03937	oxygen_only	O:+1			2	(1) Toluol[0] => (1) p-Cresol[0]
rxn03940	skeleton:N	H:+4,N:+1,O:-1,charge:+1		2	2	(1) 3'-Keto-3'-deoxy-AMP[0] <= (1) 3'-Amino-3'-deoxy-AMP[0]
rxn03945	skeleton:P	H:+1,O:-3,P:-1,charge:+2			2	(1) N-Acetyl-O-demethylpuromycin-5'-phosphate[0] <= (1) N-Acetyl-O-demethylpuromycin[0]
rxn03977	charge_only	charge:+2	NADP+NADPH	1	6	(1) NADP[0] + (1) Aniline[0] + (1) p-Amino-N,N-dimethylaniline[0] <=> (1) NADPH[0] + (3) H+[0] + (1) Methyl yellow[0]
rxn03987	skeleton:Cl	Cl:+1,H:-1,charge:-1	O2	1	3	(1) O2[0] + (1) H+[0] <= (1) Chlorite[0]
rxn03999	charge_only	charge:-4	NAD+NADH+O2	1	7	(1) NAD[0] + (1) O2[0] + (2) H+[0] + (1) 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde[0] => (1) H
rxn04046	charge_only	charge:-2		2	5	(1) S-Adenosyl-L-methionine[0] + (1) H+[0] + (1) Cobalt-precorrin 2[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Cobalt-p
rxn04053	skeleton:C,N,P	C:-20,H:-33,N:-10,O:-28,P:-6,charge:+3		6	6	(2) H2O[0] + (2) ATP[0] + (2) L-Glutamine[0] + (1) Cobyrinate[0] <=> (2) L-Glutamate[0] + (1) Cob(II)yrinate diamide[0]
rxn04062	charge_only	charge:+2			3	(1) Geissoschizine[0] <=> (2) H+[0] + (1) Polyneuridine aldehyde[0]
rxn04069	charge_only	charge:-2			3	(2) H+[0] + (1) 3alpha,12alpha-Dihydroxy-5beta-chol-6-enoate[0] <= (1) Deoxycholate[0]
rxn04072	skeleton:C,N	C:+6,H:+7,N:+1,O:+1			2	(1) Glycolaldehyde[0] <= (1) Pyridoxol[0]
rxn04075	H_O_charge	H:+4,O:+4	NAD+NADH+O2	1	6	(1) NAD[0] + (1) Phenanthrene[0] => (1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-cis-3,4-Dihydrophenanthrene-3,4-diol[0
rxn04081	charge_only	charge:+4			3	(1) Ajmalicine[0] => (4) H+[0] + (1) Serpentine[0]
rxn04083	charge_only	charge:-4			3	(4) H+[0] + (1) 4,21-Dehydrogeissoschizine[0] <=> (1) Stemmadenine[0]
rxn04091	H_O_charge	H:-2,O:+1			2	(1) Vinblastine[0] <=> (1) Vincristine[0]
rxn04098	oxygen_only	O:+1			2	(1) Lochnericine[0] <=> (1) Horhammericine[0]
rxn04099	charge_only	charge:+1			4	(1) O2-[0] + (1) Tabersonine[0] <=> (1) H+[0] + (1) Horhammericine[0]
rxn04102	oxygen_only	O:+1			2	(1) 19-Hydroxytabersonine[0] <=> (1) Horhammericine[0]
rxn04103	oxygen_only	O:+1			2	(1) Tabersonine[0] <=> (1) 19-Hydroxytabersonine[0]
rxn04115	skeleton:C	C:+1,H:+2,O:+2			2	(1) Tabersonine[0] <=> (1) Lochnerinine[0]
rxn04116	skeleton:C	C:-1,H:-5,O:-1,charge:-1			2	(1) Deacetylipecoside[0] <= (1) Demethylalangiside[0]
rxn04117	skeleton:C	C:+1,H:+2			2	(1) Demethylalangiside[0] <= (1) Alangiside[0]
rxn04118	skeleton:C	C:-1,H:-5,O:-1,charge:-1			2	(1) Deacetylisoipecoside[0] <= (1) Demethylisoalangiside[0]
rxn04119	skeleton:C	C:+1,H:+2			2	(1) Demethylisoalangiside[0] <= (1) Isoalangiside[0]
rxn04120	skeleton:C	C:-6,H:-6,O:-8			2	(1) Deacetylisoipecoside[0] <= (1) Protoemetine[0]
rxn04121	skeleton:C,N	C:+10,H:+14,N:+1,O:+1,charge:+1			2	(1) Protoemetine[0] <= (1) Emetine[0]
rxn04122	skeleton:C,N	C:+9,H:+12,N:+1,O:+1,charge:+1			2	(1) Protoemetine[0] <= (1) Cephaeline[0]
rxn04123	skeleton:C,N	C:+10,H:+11,N:+2,charge:+1			2	(1) Protoemetine[0] <= (1) Tubulosine[0]
rxn04125	oxygen_only	O:+1			2	(1) Deoxytubulosine[0] => (1) Alangimarckine[0]
rxn04128	oxygen_only	O:+1			2	(1) 10-Deoxygeniposidic acid[0] => (1) Geniposidic acid[0]
rxn04129	skeleton:C	C:+2,H:+1,O:+1,charge:+1			2	(1) Geniposidic acid[0] <=> (1) Asperuloside[0]
rxn04139	charge_only	charge:-2	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (3) H+[0] + (1) 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone[0] => (1) H2O[0] + (1) NADP[
rxn04145	skeleton:C,N	C:+14,H:+16,N:+1,O:+11,charge:+1			2	(1) ent-Kaurene[0] <=> (1) Aconitine[0]
rxn04146	skeleton:C,N	C:+2,H:+2,N:+1,O:+2,charge:+1			2	(1) ent-Kaurene[0] <=> (1) Veatchine[0]
rxn04150	charge_only	charge:-2			3	(2) H+[0] + (1) D-Urobilinogen[0] <= (1) Urobilinogen[0]
rxn04151	charge_only	charge:-4			3	(4) H+[0] + (1) Urobilinogen[0] <= (1) L-Urobilinogen[0]
rxn04155	charge_only	charge:+2			4	(1) H2O[0] + (1) Mg-Protoporphyrin IX 13-monomethyl ester[0] <=> (2) H+[0] + (1) 13(1)-Hydroxy-Mg-protoporphyrin IX 13-m
rxn04156	charge_only	charge:+2			3	(1) 13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester[0] <=> (4) H+[0] + (1) 13(1)-Oxo-Mg-protoporphyrin IX 13-mono
rxn04157	charge_only	charge:+2			3	(1) 13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester[0] <=> (1) H+[0] + (1) Divinylprotochlorophyllide[0]
rxn04158	charge_only	charge:-2			3	(2) H+[0] + (1) Divinylprotochlorophyllide[0] <=> (1) Protochlorophyllide[0]
rxn04160	charge_only	charge:-2		1	7	(1) H2O[0] + (1) ATP[0] + (1) H+[0] + (1) Protochlorophyllide[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Chlorophyllide[
rxn04163	skeleton:C	C:+20,H:+40,charge:+2			2	(1) Divinyl chlorophyllide a[0] <=> (1) Divinylchlorophyll a[0]
rxn04164	charge_only	charge:-2			3	(2) H+[0] + (1) Divinylchlorophyll a[0] <=> (1) Chlorophyll a[0]
rxn04186	skeleton:P	O:-6,P:-2,charge:+2		4	2	(1) syn-Copalyl diphosphate[0] <=> (1) Aphidicolan-16beta-ol[0]
rxn04187	skeleton:P	H:-2,O:-7,P:-2,charge:+2			2	(1) syn-Copalyl diphosphate[0] <=> (1) Aphidicol-16-ene[0]
rxn04188	skeleton:P	H:-2,O:-7,P:-2,charge:+2			2	(1) syn-Copalyl diphosphate[0] <=> (1) Aphidicol-15-ene[0]
rxn04189	oxygen_only	O:+3			2	(1) Aphidicolan-16beta-ol[0] <=> (1) Aphidicolin[0]
rxn04190	H_O_charge	H:+2,O:+4			2	(1) Aphidicol-16-ene[0] <=> (1) Aphidicolin[0]
rxn04191	skeleton:C	C:+2,O:+7			2	(1) Taxa-4(20),11(12)-dien-5alpha,13alpha-diol[0] => (1) 10-Deacetyl-2-debenzoylbaccatin III[0]
rxn04192	H_O_charge	H:-2,O:+6			2	(1) 5alpha-Acetoxytaxa-4(20),11(12)-dien-10beta-ol[0] => (1) 10-Deacetyl-2-debenzoylbaccatin III[0]
rxn04193	skeleton:C,N	C:+16,H:+13,N:+1,O:+3			2	(1) Baccatin III[0] <= (1) Paclitaxel[0]
rxn04194	skeleton:P	H:-2,O:-7,P:-2,charge:+2			2	(1) Geranylgeranyl diphosphate[0] <= (1) Cembrene[0]
rxn04197	oxygen_only	O:+1			2	(1) Gibberellin A14[0] <=> (1) Gibberellin A37 open lactone[0]
rxn04198	charge_only	charge:+2			3	(1) Gibberellin A37 open lactone[0] <=> (2) H+[0] + (1) Gibberellin A36[0]
rxn04199	H_O_charge	H:-1,O:+1,charge:+1		1	3	(1) Gibberellin A24[0] <=> (1) CO2[0] + (1) Gibberellin A9[0]
rxn04200	H_O_charge	H:-1,O:+1,charge:+1			3	(1) Gibberellin A36[0] <=> (1) CO2[0] + (1) Gibberellin A4[0]
rxn04201	oxygen_only	O:+1			2	(1) Gibberellin A12 aldehyde[0] <=> (1) Gibberellin A53 aldehyde[0]
rxn04202	oxygen_only	O:+1			2	(1) Gibberellin A12[0] <=> (1) Gibberellin A53[0]
rxn04203	oxygen_only	O:+1			2	(1) Gibberellin A15 open lactone[0] <=> (1) Gibberellin A44 diacid[0]
rxn04204	oxygen_only	O:+1			2	(1) Gibberellin A24[0] <=> (1) Gibberellin 19[0]
rxn04205	oxygen_only	O:+1			2	(1) Gibberellin A9[0] <=> (1) Gibberellin 20[0]
rxn04206	oxygen_only	O:+1			2	(1) Gibberellin A12[0] <=> (1) Gibberellin A14[0]
rxn04207	oxygen_only	O:+1			2	(1) Gibberellin A15 open lactone[0] <=> (1) Gibberellin A37 open lactone[0]
rxn04212	H_O_charge	H:-1,O:+1,charge:-1			2	(1) Gibberellin A14 aldehyde[0] <=> (1) Gibberellin A14[0]
rxn04213	H_O_charge	H:-1,O:+1,charge:-1			2	(1) Gibberellin A53 aldehyde[0] <=> (1) Gibberellin A53[0]
rxn04214	oxygen_only	O:+1			2	(1) Gibberellin A12 aldehyde[0] <=> (1) Gibberellin A14 aldehyde[0]
rxn04215	charge_only	charge:+2		1	3	(1) Gibberellin A34[0] <=> (3) H+[0] + (1) Gibberellin A34-catabolite[0]
rxn04216	charge_only	charge:+2		1	3	(1) Gibberellin A51[0] <=> (3) H+[0] + (1) Gibberellin A51-catabolite[0]
rxn04217	charge_only	charge:+2		1	3	(1) Gibberellin A29[0] <=> (3) H+[0] + (1) Gibberellin A29-catabolite[0]
rxn04218	charge_only	charge:+2		1	3	(1) Gibberellin A8[0] <=> (3) H+[0] + (1) Gibberellin A8-catabolite[0]
rxn04219	charge_only	charge:+2		1	3	(1) Gibberellin 20[0] <=> (2) H+[0] + (1) Gibberellin A5[0]
rxn04220	oxygen_only	O:+1		1	2	(1) Gibberellin A5[0] <=> (1) Gibberellin[0]
rxn04221	oxygen_only	O:+1			2	(1) Gibberellin A5[0] <=> (1) Gibberellin A6[0]
rxn04222	charge_only	charge:+2		1	3	(1) Gibberellin A9[0] <=> (2) H+[0] + (1) 2,3-Dehydro-gibberellin A9[0]
rxn04223	oxygen_only	O:+1		1	2	(1) 2,3-Dehydro-gibberellin A9[0] <=> (1) Gibberellin A7[0]
rxn04224	oxygen_only	O:+1		1	2	(1) Abietadiene[0] => (1) Abietol[0]
rxn04225	oxygen_only	O:+1		1	2	(1) Levopimaradiene[0] => (1) Levopimarinol[0]
rxn04226	oxygen_only	O:+1		1	2	(1) Neoabietadiene[0] => (1) Neoabietol[0]
rxn04227	charge_only	charge:+2		1	3	(1) Abietol[0] => (2) H+[0] + (1) Abietal[0]
rxn04228	charge_only	charge:+2		1	3	(1) Levopimarinol[0] => (2) H+[0] + (1) Levopimarinal[0]
rxn04229	charge_only	charge:+2		1	3	(1) Neoabietol[0] => (2) H+[0] + (1) Neoabietal[0]
rxn04230	H_O_charge	H:-1,O:+1,charge:-1		1	2	(1) Abietal[0] => (1) Abietate[0]
rxn04231	H_O_charge	H:-1,O:+1,charge:-1			2	(1) Levopimarinal[0] => (1) L-Pimaric acid[0]
rxn04232	H_O_charge	H:-1,O:+1,charge:-1			2	(1) Neoabietal[0] => (1) Neoabietic acid[0]
rxn04239	charge_only	charge:-2		1	3	(2) H+[0] + (1) Carvol[0] <= (1) (1R,4S)-Iso-dihydrocarvone[0]
rxn04240	charge_only	charge:+2			3	(1) (4R,6R)-cis-Carveol[0] => (2) H+[0] + (1) Carvol[0]
rxn04241	charge_only	charge:+2			3	(1) (4S,6S)-cis-Carveol[0] => (2) H+[0] + (1) Carvol[0]
rxn04242	charge_only	charge:+2		1	3	(1) (1R,2R,4R)-Dihydrocarveol[0] => (2) H+[0] + (1) (1R,4R)-Dihydrocarvone[0]
rxn04243	charge_only	charge:+2		1	3	(1) (1R,2R,4S)-Iso-dihydrocarveol[0] => (2) H+[0] + (1) (1R,4S)-Iso-dihydrocarvone[0]
rxn04244	charge_only	charge:+2		1	3	(1) (1R,2S,4R)-Neo-dihydrocarveol[0] => (2) H+[0] + (1) (1R,4R)-Dihydrocarvone[0]
rxn04245	charge_only	charge:+2		1	3	(1) (1R,2S,4S)- Neoiso-dihydrocarveol[0] => (2) H+[0] + (1) (1R,4S)-Iso-dihydrocarvone[0]
rxn04248	charge_only	charge:+2		1	3	(1) (1S,2S,4R)-Iso-dihydrocarveol[0] => (2) H+[0] + (1) (1S,4R)-Iso-dihydrocarvone[0]
rxn04249	charge_only	charge:+2		1	3	(1) (1S,2S,4S)-Dihydrocarveol[0] => (2) H+[0] + (1) (1S,4S)-Dihydrocarvone[0]
rxn04250	charge_only	charge:+2		1	3	(1) (1S,2R,4R)-Neoiso-dihydrocarveol[0] => (2) H+[0] + (1) (1S,4R)-Iso-dihydrocarvone[0]
rxn04251	charge_only	charge:+2		1	3	(1) (1S,2R,4S)-Neo-dihydrocarveol[0] => (2) H+[0] + (1) (1S,4S)-Dihydrocarvone[0]
rxn04252	oxygen_only	O:+1		1	2	(1) (1R,4R)-Dihydrocarvone[0] => (1) (4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone[0]
rxn04253	oxygen_only	O:+1		1	2	(1) (1R,4S)-Iso-dihydrocarvone[0] => (1) (4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone[0]
rxn04254	oxygen_only	O:+1		1	2	(1) (1S,4R)-Iso-dihydrocarvone[0] => (1) (3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone[0]
