id	class	signature	redox	ec_class	n_species	definition
rxn22714	H_O_charge	H:+2,O:+2			2	(1) Benzyl benzoate[0] => (1) benzyl-6-hydroxy-2-cyclohexene-on-oyl[0]
rxn22715	oxygen_only	O:+1			2	(1) Phenylcarbinol[0] => (1) Saligenin[0]
rxn22717	charge_only	charge:-2	NADP+NADPH+O2		7	(1) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Benzaldehyde[0] => (1) H2O[0] + (1) NADP[0] + (1) 6-hydroxy-2-cyclohexen-one-
rxn22721	oxygen_only	O:+1			2	(1) Benzaldehyde[0] => (1) Salicylaldehyde[0]
rxn22747	skeleton:C	C:-12,H:-22,O:-11		3	3	(1) H2O[0] + (1) Cellotetraose[0] <= (1) beta-Cellobiose[0]
rxn22768	skeleton:C,N	C:+16,H:+26,N:+2,O:+10		3	2	(1) H2O[0] => (1) Chitobiose[0]
rxn22770	charge_only	charge:+2	FAD+FADH2		5	(1) FADH2[0] + (1) 2,5-Dichlorohydroquinone[0] => (1) FAD[0] + (2) H+[0] + (1) 2,5-DCHQ[0]
rxn22844	charge_only	charge:+2		1	3	(1) 1-18:3-2-18:2-phosphatidylcholine[0] => (2) H+[0] + (1) 1,2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholin
rxn22845	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1,2-(9Z
rxn22846	charge_only	charge:+2		1	3	(1) 1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1-18:2-2-18:1-phosphatidylcholine[0]
rxn22847	charge_only	charge:+2		1	3	(1) 1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoy
rxn22848	charge_only	charge:+2		1	3	(1) 1-18:2-2-18:1-phosphatidylcholine[0] => (2) H+[0] + (1) 1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine[0]
rxn22849	charge_only	charge:+2		1	3	(1) 1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1-18:3-2-18:2-phosphatidylcholine[0]
rxn22850	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1,2-(9Z,12Z-octadec
rxn22851	charge_only	charge:+2		1	3	(1) 1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,
rxn22852	charge_only	charge:+2		1	3	(1) 1-18:2-2-18:1-phosphatidylcholine[0] => (2) H+[0] + (1) 1-18:3-2-18:1-phosphatidylcholine[0]
rxn22853	charge_only	charge:+2		1	3	(1) 1-18:3-2-18:1-phosphatidylcholine[0] => (2) H+[0] + (1) 1-18:3-2-18:2-phosphatidylcholine[0]
rxn22854	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1-(9Z-octadecenoyl)
rxn22855	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1-(9Z,12Z-octa
rxn22856	charge_only	charge:+2		1	3	(1) 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine[0] => (2) H+[0] + (1) 1-16:0-2-18:2-phosphatidylcholi
rxn22857	charge_only	charge:+2			3	(1) 1-16:0-2-18:2-phosphatidylcholine[0] => (2) H+[0] + (1) 1-16:0-2-18:3-phosphatidylcholine[0]
rxn22859	skeleton:C	C:-12,H:-20,O:-10		2	2	(1) Amylotriose[0] <= (1) D-Glucose[0]
rxn22971	charge_only	charge:+2		2	5	(1) GSH[0] + (2) H+[0] + (1) gamma-L-Glutamyl-L-cysteinyl-beta-alanine[0] <=> (1) Glycine[0] + (1) gamma-Glu-Cys-gamma-G
rxn22982	charge_only	charge:+1			5	(1) 4-methylthio 2-oxobutyrate[0] + (1) Hydrogen oxide[0] <=> (2) CO2[0] + (1) MTTL[0] + (1) Ethylene[0]
rxn23002	charge_only	charge:-4	NADP+NADPH	1	5	(1) NADP[0] + (3) H+[0] + (1) beta-ketovaleryl-CoA[0] <= (1) NADPH[0] + (1) (R)-3-hydroxyvaleryl-CoA[0]
rxn23025	skeleton:C	C:+1,H:-10			2	(1) (+)-secoisolariciresinol[0] => (1) Justicidin B[0]
rxn23032	charge_only	charge:+2	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (1) ent-kauran-17-oate[0] <=> (1) H2O[0] + (1) NADP[0] + (1) H+[0] + (1) ent-kaur-19-al-17-oa
rxn23034	H_O_charge	H:-1,O:+1,charge:-1	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) ent-Kaurene[0] <=> (1) H2O[0] + (1) NADP[0] + (1) ent-kauran-17-oate[0]
rxn23035	charge_only	charge:+2	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (1) ent-kaur-15-en-17-oate[0] <=> (1) H2O[0] + (1) NADP[0] + (1) H+[0] + (1) ent-kaur-15-en-1
rxn23037	H_O_charge	H:-3,O:+1,charge:-1	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) ent-Isokaurene[0] <=> (1) H2O[0] + (1) NADP[0] + (1) ent-kaur-15-en-17-oate[0
rxn23039	oxygen_only	O:+1			2	(1) 4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-ene-1-carboxylic acid[0] => (1) (4S)-4-(5,5-dimethylcyclohex-1-en-1-yl
rxn23040	oxygen_only	O:+1			2	(1) 4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-ene-1-carboxylic acid[0] => (1) -4-(6-hydroxy-5,5-dimethylcyclohex-1-e
rxn23087	charge_only	charge:+2	H2O2	1	5	(1) H2O2[0] + (2) Linoleate[0] => (2) H+[0] + (1) 9,10-epoxy-12-cis-octadecenoate[0] + (1) 12,13-epoxy-9-cis-octadecenoa
rxn23093	skeleton:C	C:+2,H:+1,O:+1,charge:-1		2	2	(1) Ornithine[0] => (1) L-N-delta-acetylornithine[0]
rxn23096	H_O_charge	H:-4,O:+1,charge:-2			4	(1) H2O[0] + (1) Chrysanthemyl diphosphate[0] => (1) PPi[0] + (1) Chrysanthemic acid[0]
rxn23097	skeleton:C	C:-7,H:-13,O:-1,charge:+1			2	(1) 12-OPDA[0] => (1) (S)-pyrethrolone[0]
rxn23102	charge_only	charge:-2		3	5	(1) H2O[0] + (2) H+[0] + (1) phaeophytin b[0] <=> (1) Phytol[0] + (1) pheide b[0]
rxn23139	H_O_charge	H:-1,O:+1,charge:-1		1	2	(1) 3-dimethylselenopropionaldehyde[0] <=> (1) DMSeP[0]
rxn23186	charge_only	charge:-4			7	(5) H+[0] + (1) Malonyl-CoA[0] + (1) Linolenate[0] <= (1) H2O[0] + (1) CoA[0] + (1) CO2[0] + (1) ETA[0]
rxn23202	skeleton:C	C:+6,H:+10,O:+6			2	(1) Resveratrol[0] => (1) Astringin[0]
rxn23206	charge_only	charge:+2			3	(1) 5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde[0] => (2) H+[0] + (1) Stizolobinate[0]
rxn23207	charge_only	charge:+2			3	(1) 4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde[0] => (2) H+[0] + (1) Stizolobate[0]
rxn23208	skeleton:C	C:-2,H:+1,O:-3,charge:+1			2	(1) 4-(3-carboxy-3-oxo-propenyl)-2,3-dihydro-1H-pyrrole-2-carboxylate[0] <= (1) 1,2,3,6-tetradehydro-propylproline[0]
rxn23209	skeleton:C	C:+1,H:+6			2	(1) 1,2,3,6-tetradehydro-propylproline[0] <= (1) 4-propyl-L-proline[0]
rxn23216	charge_only	charge:-2			3	(1) Glutathioselenol[0] <=> (1) GSH[0] + (1) Selenium[0]
rxn23217	charge_only	charge:+2			3	(1) dehydroascorbate (bicyclic form)[0] => (3) H+[0] + (1) 2,3-cyclic oxalyl theronolactone[0]
rxn23224	H_O_charge	H:-3,O:+1,charge:-1			2	(1) Threonate[0] => (1) Tartrate[0]
rxn23267	charge_only	charge:-4			4	(5) H+[0] + (1) Nonaprenyl-4-hydroxybenzoate[0] <= (1) H2O[0] + (1) 2-Methyl-6-solanyl-1,4-benzoquinol[0]
rxn23268	charge_only	charge:-2			3	(3) H+[0] + (1) 4-Hydroxy-2-quinolone[0] <= (1) 2,4-dihydroxyquinoline[0]
rxn23328	skeleton:C	C:-12,H:-20,O:-10		2	2	(1) alpha-Maltose 1-phosphate[0] <= (1) Phosphate[0]
rxn23344	charge_only	charge:+2			6	(1) H2O[0] + (3) CoA[0] + (1) delta2,5-3,4,4-trimethylpimelyl-CoA[0] <=> (3) Acetyl-CoA[0] + (1) H+[0] + (1) Isobutyryl-
rxn23352	oxygen_only	O:-1	O2	1	4	(1) O2[0] + (1) L-Dopa[0] => (1) H2O[0] + (1) Dopaquinone[0]
rxn23354	charge_only	charge:+2		3	5	(1) H2O[0] + (1) 4-Methylaminobutyrate[0] <=> (2) H+[0] + (1) Methanamine[0] + (1) 4-Oxobutanoate[0]
rxn23356	charge_only	charge:+4			3	(2) 2,3,6-Trihydroxypyridine[0] => (4) H+[0] + (1) Blue pigment[0]
rxn23367	charge_only	charge:-2	NAD+NADH+O2	1	8	(1) NADH[0] + (1) O2[0] + (3) H+[0] + (1) 6-Hydroxy-3-succinoylpyridine[0] => (1) H2O[0] + (1) NAD[0] + (1) 4-Oxobutanoa
rxn23372	charge_only	charge:+2	H2O2+O2	1	7	(2) H2O[0] + (1) O2[0] + (1) 1-butanone, 4-(methylamino)-1-(3-pyridinyl)-[0] => (1) H2O2[0] + (3) H+[0] + (1) Methanamin
rxn23379	charge_only	charge:+2			6	(1) ATP[0] + (1) CoA[0] + (1) 2-Furoate[0] <=> (1) ADP[0] + (1) 2-Furoyl-CoA[0] + (1) phosphate-group[0]
rxn23381	charge_only	charge:-2			4	(1) H2O[0] + (1) H+[0] + (1) 5-oxo-2-furoyl-CoA[0] <=> (1) 2-Hydroxyglutaryl-CoA[0]
rxn23382	charge_only	charge:+2			3	(1) 2-Hydroxyglutaryl-CoA[0] => (2) H+[0] + (1) 2-oxoglutaryl-CoA[0]
rxn23395	oxygen_only	O:+1			2	(1) Theophylline[0] => (1) 1,3-dimethylurate[0]
rxn23396	oxygen_only	O:+1			2	(1) 3-Methylxanthine[0] => (1) 3-methylurate[0]
rxn23397	H_O_charge	H:-1,O:+1,charge:-1			2	(1) 1-Methylxanthine[0] => (1) 1-Methyluric acid[0]
rxn23601	charge_only	charge:+2	NH3		5	(2) 2-imino-3-(indol-3-yl)propanoate[0] <=> (1) CO2[0] + (1) NH3[0] + (2) H+[0] + (1) protodeoxyviolaceinate[0]
rxn23703	charge_only	charge:+2			4	(1) Acetate[0] + (1) indol[0] => (2) H+[0] + (1) Indoleacetate[0]
rxn23704	charge_only	charge:+2	NADP+NADPH+O2		8	(2) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) L-Cysteine[0] + (1) 3-Indoleacetaldoxime[0] => (2) H2O[0] + (2) NADP[0] + (1)
rxn23707	charge_only	charge:+2			3	(2) Cianidanol[0] => (2) H+[0] + (1) 2,3-trans-proanthocyanidin[0]
rxn23722	charge_only	charge:+2		1	3	(1) 1-18:1-2-16:0-phosphatidylglycerol[0] => (2) H+[0] + (1) 1-(9Z-octadecenoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phosph
rxn23724	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)[0] => (2) H+[0] + (1) 1-(9Z,12Z-octade
rxn23726	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)[0] => (2) H+[0] + (1) 1-(9Z,12Z
rxn23728	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z-octadecenoyl)-2-(7Z
rxn23745	skeleton:C	C:+12,H:+20,O:+10		3	2	(1) H2O[0] => (1) alpha-Maltose[0]
rxn23774	skeleton:C	C:+1,H:+2,O:+1			2	(1) Glucobrassicin[0] => (1) Neoglucobrassicin[0]
rxn23775	oxygen_only	O:+1			2	(1) Glucobrassicin[0] => (1) 4-Hydroxyglucobrassicin[0]
rxn23776	skeleton:C	C:+1,H:+2			2	(1) 4-Hydroxyglucobrassicin[0] <= (1) 4-Methoxyglucobrassicin[0]
rxn23782	charge_only	charge:+2	NADP+NADPH+O2		8	(2) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) L-Cysteine[0] + (1) 4-Methylthiobutanaldoxime[0] => (2) H2O[0] + (2) NADP[0] 
rxn23784	oxygen_only	O:+1			2	(1) Glucoiberverin[0] <=> (1) Glucoiberin[0]
rxn23786	skeleton:C,S	C:-1,H:-2,S:-1			2	(1) Glucoiberin[0] <=> (1) 3-hydroxypropyl-glucosinolate[0]
rxn23792	charge_only	charge:+2	NH3		4	(1) NH3[0] + (1) L-Homoserine[0] <= (3) H+[0] + (1) Canaline[0]
rxn23807	skeleton:C	C:+2,H:+4,O:+2			2	(1) Glyceraldehyde3-phosphate[0] => (1) D-Ribulose5-phosphate[0]
rxn23808	charge_only	charge:+4			5	(2) H2O[0] + (1) Acetyl-CoA[0] => (1) CoA[0] + (1) Glyoxalate[0] + (5) H+[0]
rxn23840	charge_only	charge:+2			4	(1) H2O[0] + (1) Indoleacetate[0] => (2) H+[0] + (1) 2-indolinone-3-acetate[0]
rxn23841	oxygen_only	O:+1			2	(1) 2-indolinone-3-acetate[0] => (1) 7-hydroxy-2-indolinone-3-acetic acid[0]
rxn23843	oxygen_only	O:+1			2	(1) IAA-Asp[0] => (1) 2-oxindole-3-acetyl-asp[0]
rxn23845	oxygen_only	O:+1			2	(1) 2-oxindole-3-acetyl-asp[0] => (1) 3-hydroxy-2-indolone-3-acetyl-aspartic acid[0]
rxn23846	skeleton:C	C:+6,H:+10,O:+5			2	(1) 3-hydroxy-2-indolone-3-acetyl-aspartic acid[0] => (1) 3-(O-beta-glucosyl)-2-indolone-3-acetyl-aspartic acid[0]
rxn23847	skeleton:C	C:+6,H:+11,O:+5,charge:+1			2	(1) 2-indolinone-3-acetate[0] => (1) 2-OXINDOLE-3-ACETYL-HEXOSE[0]
rxn23880	charge_only	charge:-2			4	(2) H+[0] + (1) 3-OH-2-oxindole-3-acetate[0] <= (1) Acetate[0] + (1) Dioxindole[0]
rxn23881	charge_only	charge:+2			3	(1) Dioxindole[0] => (2) H+[0] + (1) Isatin[0]
rxn23883	skeleton:C	C:-1,O:-1			2	(1) alpha-aminophenyl glyoxylate[0] <= (1) Anthranilate[0]
rxn23901	charge_only	charge:+2		1	3	(1) avenasterol[0] <=> (2) H+[0] + (1) 5-Dehydroavenasterol[0]
rxn23902	charge_only	charge:+2	NADP+NADPH	1	4	(2) NADPH[0] + (1) 5-Dehydroavenasterol[0] => (2) NADP[0] + (1) delta5-Avenasterol[0]
rxn23917	skeleton:C	C:-1,H:-2		5	2	(1) 24(25)-dihydrocycloartenol[0] <=> (1) 4alpha,14alpha-dimethyl-cholesta-8-enol[0]
rxn23932	charge_only	charge:-2	O2		5	(1) O2[0] + (2) H+[0] + (1) 1,8-Cineol[0] <=> (1) H2O[0] + (1) 6-endo-Hydroxycineole[0]
rxn23962	charge_only	charge:+2	NADP+NADPH+O2		8	(2) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) L-Cysteine[0] + (1) (Z)-Phenylacetaldehyde oxime[0] => (2) H2O[0] + (2) NADP[
rxn24011	H_O_charge	H:+1,O:+1,charge:+1			5	(1) L-Alanine[0] + (1) 2-amino-4-carboxypyrimidine[0] => (1) H2O[0] + (1) CO2[0] + (1) Lathyrine[0]
rxn24017	charge_only	charge:-2			3	(2) H+[0] + (1) 2-dehydrolubimin[0] <= (1) Lubimin[0]
rxn24019	skeleton:C	C:-1,H:-2,O:-1			2	(1) 3-hydroxylubimin[0] <= (1) Rishitin[0]
rxn24020	charge_only	charge:-2			3	(2) H+[0] + (1) 3-hydroxylubimin[0] <= (1) 3-hydroxy-15-dihydrolubimin[0]
rxn24029	skeleton:C	C:+1,H:-1,O:+1,charge:-1			2	(1) Uracil[0] => (1) 2-hydroxy-4-carboxypyrimidine[0]
rxn24044	charge_only	charge:+2	NADP+NADPH	1	6	(1) NADPH[0] + (1) (Z)-2-methylpropanal-oxime[0] => (1) H2O[0] + (1) NADP[0] + (1) H+[0] + (1) Isobutyronitrile[0]
rxn24056	charge_only	charge:-2	NADP+NADPH		5	(1) NADP[0] + (1) H+[0] + (1) (+)-cis-Isopulegone[0] <=> (1) NADPH[0] + (1) Pulegone[0]
rxn24065	charge_only	charge:+4	NH3+O2		5	(1) NH3[0] + (1) alpha,epsilon-diketopimelate[0] <= (1) O2[0] + (4) H+[0] + (1) 1,4-dihydrodipicolinate[0]
rxn24066	charge_only	charge:+2			3	(1) 1,4-dihydrodipicolinate[0] => (3) H+[0] + (1) Dipicolinate[0]
rxn24070	charge_only	charge:-2	NH3+O2	1	7	(1) O2[0] + (1) L-Tryptophan[0] + (3) H+[0] => (1) H2O[0] + (1) CO2[0] + (1) NH3[0] + (1) Indoleacetaldehyde[0]
rxn24071	charge_only	charge:+2			3	(1) 3-Indoleglycolaldehyde[0] => (2) H+[0] + (1) 3-indoleglyoxal[0]
rxn24072	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Indoleacetate[0] => (1) H2O[0] + (1) indole-3-glycolate[0]
rxn24073	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Indoleacetaldehyde[0] => (1) H2O[0] + (1) 3-Indoleglycolaldehyde[0]
rxn24074	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Tryptophol[0] => (1) H2O[0] + (1) indole-3-glycol[0]
rxn24076	charge_only	charge:+2		1	3	(1) indole-3-glycolate[0] => (2) H+[0] + (1) indole-3-glyoxylate[0]
rxn24078	charge_only	charge:+2		1	3	(1) indole-3-glycol[0] => (2) H+[0] + (1) indole-3-ketol[0]
rxn24117	skeleton:N	H:-4,N:-1,O:+1,charge:-1			2	(1) Tyramine[0] => (1) 4-Hydroxyphenylacetaldehyde[0]
rxn24119	oxygen_only	O:-1	O2		3	(1) O2[0] + (1) L-Tyrosine[0] => (1) L-Dopa[0]
rxn24121	charge_only	charge:+8			5	(3) H2O[0] + (1) trimethylaminoacetone[0] => (1) CO2[0] + (9) H+[0] + (1) BET[0]
rxn24125	skeleton:N	H:+1,N:+1,O:-1			2	(1) 2-hydroxy-4-carboxypyrimidine[0] <= (1) 2-amino-4-carboxypyrimidine[0]
rxn24196	charge_only	charge:+2			3	(1) H2S[0] + (1) Glutathione amide[0] <=> (1) GASSH[0]
rxn24216	charge_only	charge:-2			4	(3) H+[0] + (1) Cacodylate[0] <=> (1) H2O[0] + (1) DMAIII[0]
rxn24240	charge_only	charge:+2	NADP+NADPH	1	4	(2) NADPH[0] + (1) 5-Dehydroepisterol[0] => (2) NADP[0] + (1) 24-Methylenecholesterol[0]
rxn24245	charge_only	charge:+2		1	3	(1) Campest-4-en-3beta-ol[0] => (2) H+[0] + (1) Campest-4-en-3-one[0]
rxn24276	charge_only	charge:-2			5	(1) H2O[0] + (2) H+[0] + (1) Creatinine[0] <=> (1) Acetate[0] + (1) Methylguanidine[0]
rxn24277	charge_only	charge:-2		1	6	(1) Phosphate[0] + (3) H+[0] + (1) Sarcosine[0] <= (1) H2O[0] + (1) Methanamine[0] + (1) Acetylphosphate[0]
rxn24290	charge_only	charge:+2			3	(1) dihydrosterculate[0] => (2) H+[0] + (1) Sterculic acid[0]
rxn24293	charge_only	charge:+2			3	(1) 2-pyrazoline[0] => (2) H+[0] + (1) Pyrazole[0]
rxn24294	charge_only	charge:+2			3	(1) pyrazolidine[0] => (3) H+[0] + (1) 2-pyrazoline[0]
rxn24295	charge_only	charge:+2			3	(1) 1,3-Propanediamine[0] => (3) H+[0] + (1) pyrazolidine[0]
rxn24321	charge_only	charge:+2	O2	1	7	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) Gibberellin A36[0] <=> (2) CO2[0] + (1) Succinate[0] + (1) H+[0] + (1) Gibberell
rxn24332	charge_only	charge:+6	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (1) Gibberellin A14[0] <=> (1) NADP[0] + (1) CO2[0] + (4) H+[0] + (1) Gibberellin A4[0]
rxn24334	charge_only	charge:+6	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (1) Gibberellin A12[0] <=> (1) NADP[0] + (1) CO2[0] + (4) H+[0] + (1) Gibberellin A9[0]
rxn24422	charge_only	charge:-2	NADP+NADPH+O2	1	7	(1) NADPH[0] + (1) O2[0] + (4) H+[0] + (1) Apigenin[0] <=> (1) H2O[0] + (1) NADP[0] + (1) 2-Hydroxy-2,3-dihydrogenistein
rxn24432	oxygen_only	O:-1			3	(1) CO2[0] + (1) 2-Methylbutyrate[0] <= (1) 3MOP[0]
rxn24455	charge_only	charge:-2	O2		4	(1) O2[0] + (1) deoxyhumulone[0] => (1) H2O[0] + (1) Humulone[0]
rxn24456	charge_only	charge:-2	O2		4	(1) O2[0] + (1) deoxycohumulone[0] => (1) H2O[0] + (1) cohumulone[0]
rxn24480	charge_only	charge:+2		1	3	(1) CBGA[0] => (2) H+[0] + (1) Cannabidiolic acid[0]
rxn24486	charge_only	charge:-8			7	(1) Acetyl-CoA[0] + (12) H+[0] + (5) Malonyl-CoA[0] <=> (2) H2O[0] + (6) CoA[0] + (5) CO2[0] + (1) 2,4-dihydroxy-6-penty
rxn24488	charge_only	charge:+2		1	3	(1) CBNRA[0] => (2) H+[0] + (1) Cannabidiolic acid[0]
rxn24489	charge_only	charge:+2		1	3	(1) CBNRA[0] => (2) H+[0] + (1) 5-hydroxy-2-methyl-2-(4-methylpent-3-enyl)-7-pentyl-chromene-6-carboxylic acid[0]
rxn24559	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Butein[0] => (2) H2O[0] + (1) Sulfuretin[0]
rxn24587	skeleton:N	H:-4,N:-2,O:+2	NH3		6	(2) NH3[0] + (1) Ni2+[0] + (1) Precorrin 2[0] <=> (2) H2O[0] + (3) H+[0] + (1) pyrrocorphinate[0]
rxn24592	charge_only	charge:+2	H2O2		4	(1) H2O2[0] + (1) Heme[0] + (2) H+[0] <=> (1) Heme D[0]
rxn24616	skeleton:C	C:-15,H:-12,O:-6			2	(1) Resivit[0] <= (1) H2O[0]
rxn24624	charge_only	charge:-2			5	(1) CO2[0] + (2) H+[0] + (1) pentane-1,3,4,5-tetracarboxylate[0] <= (1) H2O[0] + (1) hexane-6-keto-1,3,4,6-tetracarboxyl
rxn24625	charge_only	charge:-2			3	(2) H+[0] + (1) hexane-6-keto-1,3,4,6-tetracarboxylate[0] <= (1) hexane-6-ol-1,3,4,6-tetracarboxylate[0]
rxn24626	charge_only	charge:-2			4	(3) H+[0] + (1) hexane-6-ol-1,3,4,6-tetracarboxylate[0] <=> (1) H2O[0] + (1) HTCA[0]
rxn24652	charge_only	charge:+2			3	(1) (+)-Reticuline[0] <=> (2) H+[0] + (1) 1,2-Dehydroreticuline[0]
rxn24658	skeleton:N	H:-7,N:-1,charge:-2			2	(1) D-Lysine[0] => (1) delta1-Piperideine-2-carboxylate[0]
rxn24659	skeleton:C	C:-1,O:-1			2	(1) 2-Oxoadipate[0] <= (1) Glutarate[0]
rxn24675	charge_only	charge:+4			4	(2) H2O[0] + (1) beta-Carotene[0] <=> (4) H+[0] + (1) 4,4'-dihydro-beta,beta-carotene[0]
rxn24676	charge_only	charge:+4			3	(1) 4,4'-dihydro-beta,beta-carotene[0] => (4) H+[0] + (1) 3,4,3',4'-tetradehydroisozeaxanthin[0]
rxn24677	charge_only	charge:+4			3	(1) beta-Carotene[0] => (4) H+[0] + (1) 3,4,3',4'-tetradehydro-beta,beta-carotene[0]
rxn24678	charge_only	charge:+4			4	(2) H2O[0] + (1) 3,4,3',4'-tetradehydro-beta,beta-carotene[0] => (4) H+[0] + (1) 3,4,3',4'-tetradehydroisozeaxanthin[0]
rxn24701	skeleton:C	C:+1,H:+2			2	(1) 17-O-Acetylnorajmaline[0] <=> (1) acetylajmaline[0]
rxn24702	skeleton:C	C:-2,H:-2,O:-1			2	(1) 17-O-Acetylnorajmaline[0] <=> (1) Norajmaline[0]
rxn24703	skeleton:C	C:+1,H:+2			2	(1) Norajmaline[0] <=> (1) Ajmaline[0]
rxn24704	skeleton:C	C:-2,H:-2,O:-1			2	(1) acetylajmaline[0] <=> (1) Ajmaline[0]
rxn24715	charge_only	charge:-2	NAD+NADH+O2	1	6	(1) NAD[0] + (1) O2[0] + (1) bixin aldehyde[0] => (1) NADH[0] + (1) H+[0] + (1) Norbixin[0]
rxn24723	charge_only	charge:+6		2	5	(1) Tropine[0] + (1) phenyllactatyl-CoA[0] => (1) CoA[0] + (6) H+[0] + (1) Littorine[0]
rxn24741	charge_only	charge:-2	NAD+NADH+O2		8	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) Carbon disulfide[0] <=> (1) H2O[0] + (1) NAD[0] + (1) H2S[0] + (1) Carbonyl su
rxn24742	charge_only	charge:+2			4	(1) 2-(indole-3-yl)-4,5-dihydro-1,3-thiazole-4-carboxylic acid[0] => (1) CO2[0] + (1) H+[0] + (1) 3-thiazol-2'-yl-indole
rxn24761	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z-octadecadienoyl
rxn24763	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z,15Z-octa
rxn24765	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol,[0] => (2) H+[0] + (1) 1-(9Z,12Z-octadecad
rxn24767	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z,15Z
rxn24769	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z-oct
rxn24771	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,
