id,name,abbreviation,ec_numbers,reversibility,deltag,deltagerr,definition,is_transport,rxn_smiles
rxn00045,bilirubin-glucuronoside:bilirubin-glucuronoside D-glucuronosyltransferase,R00062,['2.4.1.95'],=,0.0,18.06,(2) Bilirubin-glucuronoside[0] <=> (1) Bilirubin[0] + (1) Bilirubin-bisglucuronoside[0],0,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O[C@@H]3[C@@H](O)[C@H](O)O[C@H](C(=O)[O-])[C@H]3O)c2C)NC1=O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)O[C@@H]3[C@@H](O)[C@H](O)O[C@H](C(=O)[O-])[C@H]3O)c2C)NC1=O>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3[C@@H](O)[C@H](O)O[C@H](C(=O)[O-])[C@H]3O)c(CCC(=O)O[C@@H]3[C@@H](O)[C@H](O)O[C@H](C(=O)[O-])[C@H]3O)c2C)NC1=O
rxn00046,1-O-sinapoyl-beta-D-glucose:1-O-sinapoyl-beta-D-glucose 1-O-sinapoyltransferase,R00063,['2.3.1.103'],=,-1.82,0.96,"(2) 1-O-Sinapoyl-beta-D-glucose[0] <=> (1) D-Glucose[0] + (1) 1,2-Bis-O-sinapoyl-beta-D-glucoside[0]",0,COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O.COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O
rxn00047,R_4__4_Deoxy_beta_D_gluc_4_enuronosyl__D_galacturonate_lyase,R_R00064_c,['4.2.2.6'],>,-14.55,0.79,(1) 4-(4-Deoxy-beta-D-gluc-4-enuronosyl)-D-galacturonate[0] => (2) 5-Dehydro-4-deoxy-D-glucuronate[0],0,O=C([O-])C1=C[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2C(=O)[O-])O1>>O=C([O-])C1=C[C@H](O)[C@@H](O)C(O)O1.O=C([O-])C1=C[C@H](O)[C@@H](O)C(O)O1
rxn00050,rxn00050,rxn00050,['1.14.13.-'],<,134.22,3.45,(2) Hydantoin-propionate[0] <= (1) O2[0] + (2) 4-Imidazolone-5-propanoate[0],0,O=C([O-])CCC1NC(=O)NC1=O.O=C([O-])CCC1NC(=O)NC1=O>>O=O.O=C([O-])CCC1N=CNC1=O.O=C([O-])CCC1N=CNC1=O
rxn00051,D-urobilinogen:oxygen oxidoreductase,R00070,[],>,-118.04,4.77,(1) O2[0] + (2) D-Urobilinogen[0] => (2) H2O[0] + (2) D-Urobilin[0],0,O=O.C=CC1=C(C)C(Cc2[nH]c(Cc3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.C=CC1=C(C)C(Cc2[nH]c(Cc3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O.O.C=CC1=C(C)C(CC2=N/C(=C/c3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O.C=CC1=C(C)C(CC2=N/C(=C/c3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O
rxn00052,thiamine-aldehyde:oxygen 5-oxidoreductase,R00072,['1.1.3.23'],>,-40.01,1.05,(1) H2O[0] + (1) O2[0] + (1) Thiamine aldehyde[0] => (1) H2O2[0] + (1) H+[0] + (1) Thiamin acetic acid[0],0,O.O=O.Cc1ncc(C[n+]2csc(CC=O)c2C)c(N)n1>>OO.[H+].Cc1ncc(C[n+]2csc(CC(=O)[O-])c2C)c(N)n1
rxn00053,Prostaglandin H2:oxygen oxidoreductase,Prostaglandin H2:oxygen oxidoreductase,['1.14.99.1'],?,10000000.0,10000000.0,(1) O2[0] + (2) Prostaglandin H2[0] <=> (2) PGG2[0],0,O=O.CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H]2C[C@H]1OO2.CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H]2C[C@H]1OO2>>CCCCC[C@@H](/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H]2C[C@H]1OO2)OO.CCCCC[C@@H](/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H]2C[C@H]1OO2)OO
rxn00054,2-aminophenol:oxygen oxidoreductase (dimerizing),R00074,['1.10.3.4'],>,-286.32,7.81,(3) O2[0] + (4) o-Aminophenol[0] => (6) H2O[0] + (2) Isophenoxazine[0],0,O=O.O=O.O=O.Nc1ccccc1O.Nc1ccccc1O.Nc1ccccc1O.Nc1ccccc1O>>O.O.O.O.O.O.Nc1cc2nc3ccccc3oc-2cc1=O.Nc1cc2nc3ccccc3oc-2cc1=O
rxn00055,S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase,R00075,['2.5.1.43'],>,-34.08,14.54,(3) S-Adenosyl-L-methionine[0] => (3) H+[0] + (3) 5-Methylthioadenosine[0] + (1) Nicotianamine[0],0,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>[H+].[H+].[H+].CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[NH3+][C@@H](CC[NH2+][C@@H](CC[NH+]1CC[C@H]1C(=O)[O-])C(=O)[O-])C(=O)[O-]
rxn00056,Fe(II):oxygen oxidoreductase,R00078,['1.16.3.1'],=,-11.89,4.12,(1) O2[0] + (4) H+[0] + (4) Fe+2[0] <=> (2) H2O[0] + (4) Fe+3[0],0,O=O.[H+].[H+].[H+].[H+].[Fe+2].[Fe+2].[Fe+2].[Fe+2]>>O.O.[Fe+3].[Fe+3].[Fe+3].[Fe+3]
rxn00057,Catechol:oxygen oxidoreductase (dimerizing),R00080,"['1.1.3.14', '1.10.3.1']",>,-264.94,7.82,"(3) O2[0] + (4) Catechol[0] => (6) H2O[0] + (2) Dibenzo[1,4]dioxin-2,3-dione[0]",0,O=O.O=O.O=O.Oc1ccccc1O.Oc1ccccc1O.Oc1ccccc1O.Oc1ccccc1O>>O.O.O.O.O.O.O=c1cc2oc3ccccc3oc-2cc1=O.O=c1cc2oc3ccccc3oc-2cc1=O
rxn00058,Ferrocytochrome-c:oxygen oxidoreductase,R00081,"['1.7.2.1', '1.9.3.1']",?,10000000.0,10000000.0,(1) O2[0] + (4) H+[0] + (4) Cytochrome c2+[0] <=> (2) H2O[0] + (4) Cytochrome c3+[0],0,O=O.[H+].[H+].[H+].[H+].*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O.*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O.*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O.*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O>>O.O.*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe+]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O.*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe+]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O.*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe+]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O.*NC(=O)[C@H](CSC(C)C1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe+]n1/c(c(C)c(C(C)SC[C@H](NC(*)=O)C(=O)N*)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C)NC(*)=O
rxn00060,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing),R00084,"['2.5.1.61', '4.3.1.8']",>,-32.71,2.06,(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0],0,O.[NH3+]Cc1[nH]cc(CCC(=O)[O-])c1CC(=O)[O-].[NH3+]Cc1[nH]cc(CCC(=O)[O-])c1CC(=O)[O-].[NH3+]Cc1[nH]cc(CCC(=O)[O-])c1CC(=O)[O-].[NH3+]Cc1[nH]cc(CCC(=O)[O-])c1CC(=O)[O-]>>[NH4+].[NH4+].[NH4+].[NH4+].O=C([O-])CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)[O-])c4CCC(=O)[O-])c(CC(=O)[O-])c3CCC(=O)[O-])c(CC(=O)[O-])c2CCC(=O)[O-])c1CC(=O)[O-]
rxn00061,ATP diphosphohydrolase (phosphate-forming),R00085,['3.6.1.5'],>,-11.9,0.15,(2) H2O[0] + (1) ATP[0] => (2) Phosphate[0] + (1) AMP[0] + (3) H+[0],0,O.O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O>>O=P([O-])([O-])O.O=P([O-])([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+]
rxn00062,ATP phosphohydrolase,R00086,"['3.6.1.15', '3.6.1.3', '3.6.1.5', '3.6.1.8', '3.6.3.1', '3.6.3.10', '3.6.3.11', '3.6.3.12', '3.6.3.14', '3.6.3.15', '3.6.3.16', '3.6.3.17', '3.6.3.18', '3.6.3.19', '3.6.3.2', '3.6.3.20', '3.6.3.21', '3.6.3.22', '3.6.3.23', '3.6.3.24', '3.6.3.25', '3.6.3.26', '3.6.3.27', '3.6.3.28', '3.6.3.29', '3.6.3.3', '3.6.3.30', '3.6.3.31', '3.6.3.32', '3.6.3.33', '3.6.3.34', '3.6.3.35', '3.6.3.36', '3.6.3.37', '3.6.3.38', '3.6.3.39', '3.6.3.4', '3.6.3.40', '3.6.3.41', '3.6.3.42', '3.6.3.43', '3.6.3.44', '3.6.3.46', '3.6.3.47', '3.6.3.48', '3.6.3.49', '3.6.3.5', '3.6.3.50', '3.6.3.51', '3.6.3.52', '3.6.3.53', '3.6.3.54', '3.6.3.55', '3.6.3.6', '3.6.3.7', '3.6.3.8', '3.6.3.9', '3.6.4.1', '3.6.4.10', '3.6.4.11', '3.6.4.12', '3.6.4.13', '3.6.4.2', '3.6.4.3', '3.6.4.4', '3.6.4.5', '3.6.4.6', '3.6.4.7', '3.6.4.8', '3.6.4.9', '5.6.1.c', '5.6.1.d', '5.6.1.f', '5.6.1.g', '7.3.2.a', '7.3.2.f', '7.5.2.h', '7.5.2.j', '7.5.2.l', '7.6.2.c', '7.6.2.f']",>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0],0,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+]
rxn00063,ATP diphosphohydrolase (diphosphate-forming),R00087,['3.6.1.8'],>,-8.43,0.14,(1) H2O[0] + (1) ATP[0] => (1) PPi[0] + (1) AMP[0] + (2) H+[0],0,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].[H+]
rxn00064,ATP aminohydrolase,R00088,['3.5.4.18'],>,-13.75,0.86,(1) H2O[0] + (1) ATP[0] + (1) H+[0] => (1) NH3[0] + (1) ITP[0],0,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[H+]>>[NH4+].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
rxn00065,"ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)",R00089,['4.6.1.1'],>,1.72,0.24,(1) ATP[0] => (1) PPi[0] + (1) H+[0] + (1) cAMP[0],0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1O
rxn00066,NADH:hydrogen-peroxide oxidoreductase,R00090,['1.11.1.1'],>,-77.79,0.79,(1) NADH[0] + (1) H2O2[0] + (1) H+[0] => (2) H2O[0] + (1) NAD[0],0,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.OO.[H+]>>O.O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
rxn00067,CoA:NAD+ oxidoreductase,R00091,"['1.8.1.14', '1.8.1.M1']",<,2.91,11.5,(1) NAD[0] + (2) CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) CoA-disulfide[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
rxn00068,Fe2+:NAD+ oxidoreductase,R00092,['1.16.1.7'],<,48.81,2.02,(1) NAD[0] + (1) H+[0] + (2) Fe+2[0] <= (1) NADH[0] + (2) Fe+3[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H+].[Fe+2].[Fe+2]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[Fe+3].[Fe+3]
rxn00069,L-glutamate:NAD+ oxidoreductase (transaminating),R00093,['1.4.1.14'],=,11.53,0.22,(1) NAD[0] + (2) L-Glutamate[0] <=> (1) NADH[0] + (1) 2-Oxoglutarate[0] + (1) L-Glutamine[0] + (1) H+[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=C([O-])CCC(=O)C(=O)[O-].NC(=O)CC[C@H]([NH3+])C(=O)[O-].[H+]
rxn00070,glutathione:NAD+ oxidoreductase,R00094,['1.8.1.7'],=,3.7,0.21,(1) NAD[0] + (2) GSH[0] + (1) H+[0] <=> (1) NADH[0] + (1) Oxidized glutathione[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[NH3+][C@@H](CCC(=O)N[C@@H](C[S-])C(=O)NCC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CCC(=O)N[C@@H](C[S-])C(=O)NCC(=O)[O-])C(=O)[O-].[H+]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
rxn00072,NADH:cob(III)alamine oxidoreductase,R00097,['1.16.1.3'],?,10000000.0,10000000.0,(2) H2O[0] + (1) NAD[0] + (1) H+[0] + (2) Vitamin B12r[0] <=> (1) NADH[0] + (2) Aquacobalamin[0],0,O.O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H+].CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5CO)[n+]5cn(c8cc(C)c(C)cc85)[Co-3]364[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C.CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5CO)[n+]5cn(c8cc(C)c(C)cc85)[Co-3]364[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC1=C2[NH+]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[NH+]4C(=C(CCC(N)=O)C2(C)C)C(C)=C2[NH+]5[C@@H]6[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)[n+]2cn(c7cc(C)c(C)cc72)[Co-3]435(O)N2C1=C(CCC(N)=O)[C@](C)(CC(N)=O)[C@]62C.CC1=C2[NH+]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[NH+]4C(=C(CCC(N)=O)C2(C)C)C(C)=C2[NH+]5[C@@H]6[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)[n+]2cn(c7cc(C)c(C)cc72)[Co-3]435(O)N2C1=C(CCC(N)=O)[C@](C)(CC(N)=O)[C@]62C
rxn00073,rxn00073,rxn00073,[],?,10000000.0,10000000.0,(1) NAD[0] + (1) H+[0] + (2) Vitamin B12r[0] <=> (1) NADH[0] + (2) Vitamin B12[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H+].CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5CO)[n+]5cn(c8cc(C)c(C)cc85)[Co-3]364[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C.CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5CO)[n+]5cn(c8cc(C)c(C)cc85)[Co-3]364[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.*[Co+]N1/C2=C(/C)C3=[NH+]/C(=C\C4=[NH+]/C(=C(/C)C5=N[C@@](C)(C1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n2cnc6cc(C)c(C)cc62)O[C@@H]1CO)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O.*[Co+]N1/C2=C(/C)C3=[NH+]/C(=C\C4=[NH+]/C(=C(/C)C5=N[C@@](C)(C1[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n2cnc6cc(C)c(C)cc62)O[C@@H]1CO)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O
